region,title,location,tonic,pitches,num_notes,pitchclasses,num_pitchclasses,tonic_transposed,pitches_transposed,pitchclasses_transposed,top5_after_transpose
han,Xiang qingqing xiangzai xin yanyan shang,"Asia, China, Shanxi, Hequ",F,"['F5', 'F5', 'F5', 'C5', 'F6', 'C6', 'F6', 'F5', 'F5', 'E-5', 'C5', 'B-4', 'A-4', 'B-4', 'C5', 'B-5', 'A-5', 'B-5', 'C6', 'E-6', 'F5', 'C5', 'F5', 'F5', 'F5', 'F5', 'C5', 'F6', 'C6', 'F6', 'F5', 'F5', 'E-5', 'C5', 'B-4', 'A-4', 'B-4', 'C5', 'B-5', 'A-5', 'B-5', 'C6', 'F5']",43,"['F', 'C', 'E-', 'B-', 'A-']",5,C,"['C5', 'C5', 'C5', 'G4', 'C6', 'G5', 'C6', 'C5', 'C5', 'B-4', 'G4', 'F4', 'E-4', 'F4', 'G4', 'F5', 'E-5', 'F5', 'G5', 'B-5', 'C5', 'G4', 'C5', 'C5', 'C5', 'C5', 'G4', 'C6', 'G5', 'C6', 'C5', 'C5', 'B-4', 'G4', 'F4', 'E-4', 'F4', 'G4', 'F5', 'E-5', 'F5', 'G5', 'C5']","['C', 'G', 'B-', 'F', 'E-']","['C', 'G', 'F', 'E-', 'B-']"
han,Yintao hao chi shu nan zai,"Asia, China, Shanxi, Zuoquan",E,"['B4', 'C#5', 'E5', 'F#5', 'E5', 'C#5', 'B4', 'C#5', 'E5', 'B4', 'A4', 'C#5', 'C#5', 'E5', 'C#5', 'B4', 'C#5', 'F#4', 'E4', 'C#4', 'E4', 'F#4', 'G#4', 'F#4', 'E4']",25,"['B', 'C#', 'E', 'F#', 'A', 'G#']",6,C,"['G4', 'A4', 'C5', 'D5', 'C5', 'A4', 'G4', 'A4', 'C5', 'G4', 'F4', 'A4', 'A4', 'C5', 'A4', 'G4', 'A4', 'D4', 'C4', 'A3', 'C4', 'D4', 'E4', 'D4', 'C4']","['G', 'A', 'C', 'D', 'F', 'E']","['C', 'A', 'G', 'F', 'D']"
han,Hui gege,"Asia, China, Shanxi, Zuoquan",D,"['D5', 'D5', 'E5', 'D5', 'C5', 'B4', 'D5', 'A4', 'D5', 'F#4', 'E4', 'D4', 'G4', 'D5', 'G4', 'F#4', 'E4', 'G4', 'D4', 'E4', 'D4', 'G4', 'D5', 'G4', 'F#4', 'E4', 'G4', 'D4', 'E4', 'D4']",30,"['D', 'E', 'C', 'B', 'A', 'F#', 'G']",7,C,"['C5', 'C5', 'D5', 'C5', 'B-4', 'A4', 'C5', 'G4', 'C5', 'E4', 'D4', 'C4', 'F4', 'C5', 'F4', 'E4', 'D4', 'F4', 'C4', 'D4', 'C4', 'F4', 'C5', 'F4', 'E4', 'D4', 'F4', 'C4', 'D4', 'C4']","['C', 'D', 'B-', 'A', 'G', 'E', 'F']","['C', 'F', 'D', 'E', 'B-']"
han,Tiqi gege zou xikou,"Asia, China, Shanxi, Hequ",E,"['E5', 'E5', 'E5', 'E5', 'E5', 'D5', 'D5', 'C5', 'A4', 'G4', 'E4', 'A4', 'A4', 'A4', 'C5', 'C5', 'A4', 'A4', 'G4', 'E4', 'G4']",21,"['E', 'D', 'C', 'A', 'G']",5,C,"['C5', 'C5', 'C5', 'C5', 'C5', 'B-4', 'B-4', 'A-4', 'F4', 'E-4', 'C4', 'F4', 'F4', 'F4', 'A-4', 'A-4', 'F4', 'F4', 'E-4', 'C4', 'E-4']","['C', 'B-', 'A-', 'F', 'E-']","['C', 'F', 'E-', 'A-', 'B-']"
han,Song qing lang,"Asia, China, Shanxi, Hequ",C,"['C6', 'B-5', 'C6', 'D6', 'B-5', 'G5', 'C5', 'F6', 'D6', 'C6', 'D6', 'C6', 'B-5', 'G5', 'C5', 'C6', 'F6', 'D6', 'B-5', 'G5', 'B-5', 'G5', 'F6', 'D6', 'C6', 'F6', 'D6', 'B-5', 'C6', 'F6', 'G6', 'E-6', 'D6', 'C6', 'D6', 'A5', 'G5', 'G5', 'B-5', 'C6', 'F6', 'D6', 'C6', 'B-5', 'G5', 'C6', 'F6', 'C6', 'A5', 'G5', 'F5', 'G5', 'B-5', 'E-5', 'C5', 'E-5', 'C5', 'E-5', 'C5', 'E-5', 'F5', 'G5', 'F6', 'D6', 'C6', 'D6', 'C6', 'F5', 'D5', 'F5', 'D5', 'F5', 'G5', 'B-5', 'C6', 'D6', 'A5', 'G5', 'F5', 'D5', 'D5', 'F5', 'G5', 'B-5', 'G5', 'F5', 'E-5', 'D5', 'F5', 'C5']",90,"['C', 'B-', 'D', 'G', 'F', 'E-', 'A']",7,C,"['C6', 'B-5', 'C6', 'D6', 'B-5', 'G5', 'C5', 'F6', 'D6', 'C6', 'D6', 'C6', 'B-5', 'G5', 'C5', 'C6', 'F6', 'D6', 'B-5', 'G5', 'B-5', 'G5', 'F6', 'D6', 'C6', 'F6', 'D6', 'B-5', 'C6', 'F6', 'G6', 'E-6', 'D6', 'C6', 'D6', 'A5', 'G5', 'G5', 'B-5', 'C6', 'F6', 'D6', 'C6', 'B-5', 'G5', 'C6', 'F6', 'C6', 'A5', 'G5', 'F5', 'G5', 'B-5', 'E-5', 'C5', 'E-5', 'C5', 'E-5', 'C5', 'E-5', 'F5', 'G5', 'F6', 'D6', 'C6', 'D6', 'C6', 'F5', 'D5', 'F5', 'D5', 'F5', 'G5', 'B-5', 'C6', 'D6', 'A5', 'G5', 'F5', 'D5', 'D5', 'F5', 'G5', 'B-5', 'G5', 'F5', 'E-5', 'D5', 'F5', 'C5']","['C', 'B-', 'D', 'G', 'F', 'E-', 'A']","['C', 'G', 'B-', 'F', 'D']"
han,Renjia dou zai ni buzai,"Asia, China, Shanxi, Hequ",D,"['C6', 'D6', 'D6', 'G6', 'C6', 'C6', 'B-5', 'B-5', 'G5', 'G5', 'F5', 'D5', 'D5', 'F5', 'B-5', 'D5', 'C6', 'D6', 'D6', 'G6', 'C6', 'C6', 'B-5', 'B-5', 'G5', 'G5', 'F5', 'D5', 'D5', 'D5', 'B-5', 'G5']",32,"['C', 'D', 'G', 'B-', 'F']",5,C,"['B-5', 'C6', 'C6', 'F6', 'B-5', 'B-5', 'A-5', 'A-5', 'F5', 'F5', 'E-5', 'C5', 'C5', 'E-5', 'A-5', 'C5', 'B-5', 'C6', 'C6', 'F6', 'B-5', 'B-5', 'A-5', 'A-5', 'F5', 'F5', 'E-5', 'C5', 'C5', 'C5', 'A-5', 'F5']","['B-', 'C', 'F', 'A-', 'E-']","['C', 'F', 'B-', 'A-', 'E-']"
han,Xiu hua,"Asia, China,ÿHubei, Tianmen",F,"['C5', 'D5', 'F5', 'D5', 'C5', 'B-4', 'G4', 'C5', 'G4', 'B-4', 'C5', 'D5', 'C5', 'B-4', 'G4', 'D4', 'F4', 'G4', 'G4', 'B-4', 'C5', 'D5', 'F5', 'G5', 'F5', 'D5', 'C5', 'B-4', 'B-4', 'B-4', 'G4', 'B-4', 'F5', 'D5', 'C5', 'D5', 'B-4', 'G4', 'B-4', 'F4', 'B-4', 'G4', 'F4', 'F4', 'F4', 'G4', 'B-4', 'G4', 'F4', 'D4', 'F4', 'G4', 'B-4', 'C5', 'F5', 'F5', 'D5', 'C5', 'D5', 'B-4', 'G4', 'F4', 'G4', 'B-4', 'G4', 'B-4', 'C5', 'D5', 'C5', 'D5', 'C5', 'B-4', 'G4', 'F4', 'G4', 'B-4', 'G4', 'F4', 'D4', 'C4', 'F4', 'C5', 'D5', 'F5', 'D5', 'C5', 'B-4', 'G4', 'C5', 'G4', 'B-4', 'C5', 'D5', 'C5', 'B-4', 'G4', 'D4', 'F4', 'G4', 'G4', 'B-4', 'C5', 'D5', 'F5', 'G5', 'F5', 'D5', 'C5', 'B-4', 'G4', 'B-4', 'B-4', 'F5', 'D5', 'C5', 'D5', 'B-4', 'G4', 'B-4', 'F4', 'B-4', 'G4', 'F4']",123,"['C', 'D', 'F', 'B-', 'G']",5,C,"['G4', 'A4', 'C5', 'A4', 'G4', 'F4', 'D4', 'G4', 'D4', 'F4', 'G4', 'A4', 'G4', 'F4', 'D4', 'A3', 'C4', 'D4', 'D4', 'F4', 'G4', 'A4', 'C5', 'D5', 'C5', 'A4', 'G4', 'F4', 'F4', 'F4', 'D4', 'F4', 'C5', 'A4', 'G4', 'A4', 'F4', 'D4', 'F4', 'C4', 'F4', 'D4', 'C4', 'C4', 'C4', 'D4', 'F4', 'D4', 'C4', 'A3', 'C4', 'D4', 'F4', 'G4', 'C5', 'C5', 'A4', 'G4', 'A4', 'F4', 'D4', 'C4', 'D4', 'F4', 'D4', 'F4', 'G4', 'A4', 'G4', 'A4', 'G4', 'F4', 'D4', 'C4', 'D4', 'F4', 'D4', 'C4', 'A3', 'G3', 'C4', 'G4', 'A4', 'C5', 'A4', 'G4', 'F4', 'D4', 'G4', 'D4', 'F4', 'G4', 'A4', 'G4', 'F4', 'D4', 'A3', 'C4', 'D4', 'D4', 'F4', 'G4', 'A4', 'C5', 'D5', 'C5', 'A4', 'G4', 'F4', 'D4', 'F4', 'F4', 'C5', 'A4', 'G4', 'A4', 'F4', 'D4', 'F4', 'C4', 'F4', 'D4', 'C4']","['G', 'A', 'C', 'F', 'D']","['C', 'G', 'F', 'D', 'A']"
han,Hongri zhaozai dong shan shang,"Asia, China,ÿHubei, Wufeng",G,"['G4', 'G4', 'A4', 'C5', 'A4', 'G4', 'A4', 'G5', 'G5', 'E5', 'G5', 'E5', 'D5', 'D5', 'E5', 'G5', 'G5', 'E5', 'G5', 'E5', 'D5', 'E5', 'D5', 'E5', 'A4', 'C5', 'C5', 'A4', 'C5', 'A4', 'G4', 'G4', 'G4', 'A4', 'C5', 'A4', 'D5', 'D5', 'C5', 'D5', 'D5', 'E5', 'C5', 'D5', 'C5', 'A4', 'G4', 'D5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'G5', 'G5', 'C5', 'G5', 'E5', 'D5', 'E5', 'E5', 'D5', 'E5', 'G5', 'E5', 'G5', 'E5', 'D5', 'E5', 'D5', 'E5', 'A4', 'C5', 'C5', 'A4', 'C5', 'A4', 'G4']",79,"['G', 'A', 'C', 'E', 'D']",5,C,"['C4', 'C4', 'D4', 'F4', 'D4', 'C4', 'D4', 'C5', 'C5', 'A4', 'C5', 'A4', 'G4', 'G4', 'A4', 'C5', 'C5', 'A4', 'C5', 'A4', 'G4', 'A4', 'G4', 'A4', 'D4', 'F4', 'F4', 'D4', 'F4', 'D4', 'C4', 'C4', 'C4', 'D4', 'F4', 'D4', 'G4', 'G4', 'F4', 'G4', 'G4', 'A4', 'F4', 'G4', 'F4', 'D4', 'C4', 'G4', 'G4', 'F4', 'D4', 'F4', 'D4', 'C4', 'C5', 'C5', 'F4', 'C5', 'A4', 'G4', 'A4', 'A4', 'G4', 'A4', 'C5', 'A4', 'C5', 'A4', 'G4', 'A4', 'G4', 'A4', 'D4', 'F4', 'F4', 'D4', 'F4', 'D4', 'C4']","['C', 'D', 'F', 'A', 'G']","['C', 'G', 'F', 'D', 'A']"
han,Shiliu kai hua ye'r qing,"Asia, China,ÿHubei, Huangmei",E,"['E4', 'E4', 'E5', 'E5', 'C#5', 'B4', 'A4', 'F#4', 'E4', 'F#4', 'A4', 'A4', 'C#5', 'B4', 'A4', 'B4', 'A4', 'F#4', 'E4', 'B4', 'C#5', 'B4', 'F#4', 'E4', 'F#4', 'A4', 'C#5', 'B4', 'A4', 'F#4', 'E4', 'A4', 'F#4', 'E4', 'F#4', 'A4', 'B4', 'C#5', 'B4', 'A4', 'F#4', 'F#4', 'B4', 'C#5', 'B4', 'F#4', 'E4', 'F#4', 'A4', 'C#5', 'B4', 'A4', 'F#4', 'E4']",54,"['E', 'C#', 'B', 'A', 'F#']",5,C,"['C4', 'C4', 'C5', 'C5', 'A4', 'G4', 'F4', 'D4', 'C4', 'D4', 'F4', 'F4', 'A4', 'G4', 'F4', 'G4', 'F4', 'D4', 'C4', 'G4', 'A4', 'G4', 'D4', 'C4', 'D4', 'F4', 'A4', 'G4', 'F4', 'D4', 'C4', 'F4', 'D4', 'C4', 'D4', 'F4', 'G4', 'A4', 'G4', 'F4', 'D4', 'D4', 'G4', 'A4', 'G4', 'D4', 'C4', 'D4', 'F4', 'A4', 'G4', 'F4', 'D4', 'C4']","['C', 'A', 'G', 'F', 'D']","['C', 'G', 'F', 'D', 'A']"
han,Shiliu hua kai hong yanyan,"Asia, China,ÿHubei, Tongshan",A,"['B4', 'D5', 'A4', 'B4', 'D5', 'A4', 'A4', 'A4', 'A4', 'B4', 'A4', 'B4', 'E5', 'E5', 'E5', 'D5', 'B4', 'A4', 'B4', 'A4', 'A4', 'F#4', 'A4', 'A4', 'B4', 'A4', 'F#4', 'A4', 'A4', 'B4', 'A4', 'F#4', 'A4', 'B4', 'D5', 'B4', 'A4', 'B4', 'B4', 'B4', 'B4', 'B4', 'E5', 'B4', 'B4', 'B4', 'E5', 'E5', 'B4', 'B4', 'D5', 'D5', 'A4', 'B4', 'A4', 'F#4', 'A4', 'B4', 'A4', 'B4', 'A4', 'B4', 'D5', 'B4', 'A4', 'F#4', 'A4', 'B4', 'D5', 'B4', 'A4', 'B4', 'D5', 'D5', 'D5', 'A4', 'B4', 'A4', 'D5', 'B4', 'A4', 'F#4', 'F#4', 'D5', 'B4', 'D5', 'A4', 'A4', 'D5', 'D5', 'A4', 'B4', 'D5', 'D5', 'A4', 'B4', 'A4', 'B4', 'A4', 'F#4', 'F#4', 'D5', 'D5', 'D5', 'F#4', 'F#4', 'D5', 'D5', 'A4', 'B4', 'D5', 'D5', 'A4', 'B4', 'A4', 'B4', 'A4', 'F#4', 'F#4', 'D5', 'D5', 'F#4', 'F#4', 'D5', 'D5', 'A4', 'B4', 'D5', 'D5', 'A4', 'B4', 'A4', 'A4', 'B4', 'B4', 'B4', 'D5', 'E5', 'E5', 'E5', 'D5', 'B4', 'B4', 'A4', 'B4', 'A4', 'A4', 'F#4', 'A4', 'A4', 'B4', 'A4', 'F#4', 'A4', 'A4', 'B4', 'A4', 'F#4', 'A4', 'B4', 'D5', 'B4', 'A4', 'B4', 'B4', 'B4', 'B4', 'B4', 'E5', 'B4', 'B4', 'B4', 'E5', 'E5', 'E5', 'B4', 'D5', 'D5', 'A4', 'B4', 'A4', 'F#4', 'A4', 'B4', 'B4', 'A4', 'B4', 'A4', 'B4', 'B4', 'E5', 'B4', 'B4', 'B4', 'E5', 'E5', 'E5', 'B4', 'D5', 'D5', 'A4', 'B4', 'A4', 'F#4', 'A4', 'B4', 'B5', 'A5', 'B5', 'A5', 'A5']",211,"['B', 'D', 'A', 'E', 'F#']",5,C,"['D4', 'F4', 'C4', 'D4', 'F4', 'C4', 'C4', 'C4', 'C4', 'D4', 'C4', 'D4', 'G4', 'G4', 'G4', 'F4', 'D4', 'C4', 'D4', 'C4', 'C4', 'A3', 'C4', 'C4', 'D4', 'C4', 'A3', 'C4', 'C4', 'D4', 'C4', 'A3', 'C4', 'D4', 'F4', 'D4', 'C4', 'D4', 'D4', 'D4', 'D4', 'D4', 'G4', 'D4', 'D4', 'D4', 'G4', 'G4', 'D4', 'D4', 'F4', 'F4', 'C4', 'D4', 'C4', 'A3', 'C4', 'D4', 'C4', 'D4', 'C4', 'D4', 'F4', 'D4', 'C4', 'A3', 'C4', 'D4', 'F4', 'D4', 'C4', 'D4', 'F4', 'F4', 'F4', 'C4', 'D4', 'C4', 'F4', 'D4', 'C4', 'A3', 'A3', 'F4', 'D4', 'F4', 'C4', 'C4', 'F4', 'F4', 'C4', 'D4', 'F4', 'F4', 'C4', 'D4', 'C4', 'D4', 'C4', 'A3', 'A3', 'F4', 'F4', 'F4', 'A3', 'A3', 'F4', 'F4', 'C4', 'D4', 'F4', 'F4', 'C4', 'D4', 'C4', 'D4', 'C4', 'A3', 'A3', 'F4', 'F4', 'A3', 'A3', 'F4', 'F4', 'C4', 'D4', 'F4', 'F4', 'C4', 'D4', 'C4', 'C4', 'D4', 'D4', 'D4', 'F4', 'G4', 'G4', 'G4', 'F4', 'D4', 'D4', 'C4', 'D4', 'C4', 'C4', 'A3', 'C4', 'C4', 'D4', 'C4', 'A3', 'C4', 'C4', 'D4', 'C4', 'A3', 'C4', 'D4', 'F4', 'D4', 'C4', 'D4', 'D4', 'D4', 'D4', 'D4', 'G4', 'D4', 'D4', 'D4', 'G4', 'G4', 'G4', 'D4', 'F4', 'F4', 'C4', 'D4', 'C4', 'A3', 'C4', 'D4', 'D4', 'C4', 'D4', 'C4', 'D4', 'D4', 'G4', 'D4', 'D4', 'D4', 'G4', 'G4', 'G4', 'D4', 'F4', 'F4', 'C4', 'D4', 'C4', 'A3', 'C4', 'D4', 'D5', 'C5', 'D5', 'C5', 'C5']","['D', 'F', 'C', 'G', 'A']","['C', 'D', 'F', 'G', 'A']"
han,Xiu yifu baihua dou ren ai,"Asia, China,ÿHubei, Yengcheng",D,"['D5', 'C5', 'D5', 'G5', 'E5', 'D5', 'C5', 'A4', 'C5', 'A4', 'D5', 'C5', 'D5', 'G5', 'E5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'G4', 'A4', 'D5', 'D5', 'C5', 'D5', 'A4', 'A4', 'C5', 'G4', 'G4', 'A4', 'D5', 'A4', 'D5', 'D5', 'G5', 'A4', 'A4', 'A4', 'G4', 'A4', 'C5', 'A4', 'G4', 'G4', 'E4', 'D4', 'D4', 'D4', 'G4', 'G4', 'A4', 'G4', 'F4', 'E4', 'D4', 'D4', 'C4', 'D4', 'A4', 'A4', 'C5', 'A4', 'G4', 'G4', 'E4', 'D4', 'D4', 'D4', 'G4', 'G4', 'A4', 'G4', 'F4', 'E4', 'D4', 'D4', 'C4', 'D4']",81,"['D', 'C', 'G', 'E', 'A', 'F']",6,C,"['C5', 'B-4', 'C5', 'F5', 'D5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'C5', 'B-4', 'C5', 'F5', 'D5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'F4', 'G4', 'C5', 'C5', 'B-4', 'C5', 'G4', 'G4', 'B-4', 'F4', 'F4', 'G4', 'C5', 'G4', 'C5', 'C5', 'F5', 'G4', 'G4', 'G4', 'F4', 'G4', 'B-4', 'G4', 'F4', 'F4', 'D4', 'C4', 'C4', 'C4', 'F4', 'F4', 'G4', 'F4', 'E-4', 'D4', 'C4', 'C4', 'B-3', 'C4', 'G4', 'G4', 'B-4', 'G4', 'F4', 'F4', 'D4', 'C4', 'C4', 'C4', 'F4', 'F4', 'G4', 'F4', 'E-4', 'D4', 'C4', 'C4', 'B-3', 'C4']","['C', 'B-', 'F', 'D', 'G', 'E-']","['C', 'G', 'F', 'B-', 'D']"
han,Siji hua kai,"Asia, China,ÿHubei, Qianyang",A,"['E5', 'D5', 'D5', 'E5', 'D5', 'D5', 'A4', 'A4', 'A4', 'D5', 'F#5', 'D5', 'F#5', 'E5', 'D5', 'B4', 'A4', 'A4', 'D5', 'A4', 'F#4', 'A4', 'B4', 'A4', 'F#4', 'A4', 'D5', 'D5', 'F#5', 'A5', 'E5', 'D5', 'D5', 'A4', 'D5', 'A4', 'D5', 'A4', 'D5', 'A4', 'F#4', 'A4', 'F#4', 'A4', 'B4', 'A4', 'F#4', 'E4', 'F#4', 'A4', 'A4', 'D5', 'F#4', 'E4', 'F#4', 'A4', 'D5', 'A4', 'D5', 'A4', 'A4', 'D5', 'F#4', 'A4', 'F#4', 'D4', 'F#4', 'A4', 'F#4', 'E4', 'D4', 'F#4', 'E4', 'F#4', 'E4', 'D4', 'E4']",77,"['E', 'D', 'A', 'F#', 'B']",5,C,"['G4', 'F4', 'F4', 'G4', 'F4', 'F4', 'C4', 'C4', 'C4', 'F4', 'A4', 'F4', 'A4', 'G4', 'F4', 'D4', 'C4', 'C4', 'F4', 'C4', 'A3', 'C4', 'D4', 'C4', 'A3', 'C4', 'F4', 'F4', 'A4', 'C5', 'G4', 'F4', 'F4', 'C4', 'F4', 'C4', 'F4', 'C4', 'F4', 'C4', 'A3', 'C4', 'A3', 'C4', 'D4', 'C4', 'A3', 'G3', 'A3', 'C4', 'C4', 'F4', 'A3', 'G3', 'A3', 'C4', 'F4', 'C4', 'F4', 'C4', 'C4', 'F4', 'A3', 'C4', 'A3', 'F3', 'A3', 'C4', 'A3', 'G3', 'F3', 'A3', 'G3', 'A3', 'G3', 'F3', 'G3']","['G', 'F', 'C', 'A', 'D']","['C', 'F', 'G', 'A', 'D']"
han,Xi qing fengshou hao renao,"Asia, China,ÿHubei, Jiangling",G,"['G4', 'G4', 'G4', 'A4', 'C5', 'D5', 'A4', 'C5', 'D5', 'C5', 'D5', 'A4', 'G4', 'A4', 'D5', 'D5', 'C5', 'D5', 'G4', 'A4', 'D5', 'C5', 'A4', 'A4', 'G4', 'G4', 'G4', 'G4', 'G4', 'A4', 'C5', 'D5', 'A4', 'C5', 'D5', 'C5', 'D5', 'A4', 'G4', 'A4', 'D5', 'D5', 'C5', 'D5', 'G4', 'A4', 'D5', 'C5', 'A4', 'A4', 'G4', 'G4']",52,"['G', 'A', 'C', 'D']",4,C,"['C4', 'C4', 'C4', 'D4', 'F4', 'G4', 'D4', 'F4', 'G4', 'F4', 'G4', 'D4', 'C4', 'D4', 'G4', 'G4', 'F4', 'G4', 'C4', 'D4', 'G4', 'F4', 'D4', 'D4', 'C4', 'C4', 'C4', 'C4', 'C4', 'D4', 'F4', 'G4', 'D4', 'F4', 'G4', 'F4', 'G4', 'D4', 'C4', 'D4', 'G4', 'G4', 'F4', 'G4', 'C4', 'D4', 'G4', 'F4', 'D4', 'D4', 'C4', 'C4']","['C', 'D', 'F', 'G']","['C', 'G', 'F', 'D']"
han,Xing fu ge,"Asia, China,ÿHubei, Tianmeng",C,"['D5', 'C5', 'D5', 'C5', 'D5', 'C5', 'G4', 'C5', 'G4', 'C5', 'C5', 'D5', 'C5', 'G4', 'C5', 'C5', 'D5', 'G4', 'A4', 'F4', 'G4', 'A4', 'G4', 'G4', 'D4', 'E4', 'G4', 'C5', 'G4', 'D4', 'E4', 'G4', 'C5', 'C5', 'D5', 'G4', 'G4', 'C5', 'E5', 'D5', 'C5', 'C5', 'G4', 'C5', 'G4', 'E4', 'C4', 'C5', 'G4', 'C5', 'D5', 'C5', 'E4', 'G4', 'G4', 'C5', 'G4', 'E4', 'G4', 'C5', 'G4', 'E4', 'G4', 'C5', 'G4', 'E4', 'G4', 'G4', 'A4', 'G4', 'E4', 'C4', 'D5', 'C5', 'C5', 'D5', 'C5', 'G4', 'C5', 'C5', 'D5', 'G4', 'C5', 'D5', 'C5', 'G4']",86,"['D', 'C', 'G', 'A', 'F', 'E']",6,C,"['D5', 'C5', 'D5', 'C5', 'D5', 'C5', 'G4', 'C5', 'G4', 'C5', 'C5', 'D5', 'C5', 'G4', 'C5', 'C5', 'D5', 'G4', 'A4', 'F4', 'G4', 'A4', 'G4', 'G4', 'D4', 'E4', 'G4', 'C5', 'G4', 'D4', 'E4', 'G4', 'C5', 'C5', 'D5', 'G4', 'G4', 'C5', 'E5', 'D5', 'C5', 'C5', 'G4', 'C5', 'G4', 'E4', 'C4', 'C5', 'G4', 'C5', 'D5', 'C5', 'E4', 'G4', 'G4', 'C5', 'G4', 'E4', 'G4', 'C5', 'G4', 'E4', 'G4', 'C5', 'G4', 'E4', 'G4', 'G4', 'A4', 'G4', 'E4', 'C4', 'D5', 'C5', 'C5', 'D5', 'C5', 'G4', 'C5', 'C5', 'D5', 'G4', 'C5', 'D5', 'C5', 'G4']","['D', 'C', 'G', 'A', 'F', 'E']","['C', 'G', 'D', 'E', 'F']"
han,Siji dushu ge,"Asia, China,ÿHubei, Hongan",A,"['E5', 'D5', 'B4', 'E5', 'D5', 'B4', 'A4', 'A4', 'B4', 'D5', 'B4', 'A4', 'G4', 'D5', 'E4', 'D4', 'G4', 'A4', 'B4', 'A4', 'B4', 'D5', 'A4', 'E5', 'D5', 'B4', 'E5', 'D5', 'B4', 'A4', 'A4', 'B4', 'D5', 'B4', 'A4', 'G4', 'E4', 'G4', 'G4', 'G4', 'E4', 'D5', 'D5', 'E5', 'B4', 'A4', 'G4', 'G4', 'A4', 'B4', 'A4', 'B4', 'D5', 'A4', 'B4', 'G4', 'A4', 'A4', 'G4', 'A4', 'B4', 'D5', 'A4', 'E4', 'D4', 'E4', 'A4', 'G4', 'E4', 'D4']",70,"['E', 'D', 'B', 'A', 'G']",5,C,"['G4', 'F4', 'D4', 'G4', 'F4', 'D4', 'C4', 'C4', 'D4', 'F4', 'D4', 'C4', 'B-3', 'F4', 'G3', 'F3', 'B-3', 'C4', 'D4', 'C4', 'D4', 'F4', 'C4', 'G4', 'F4', 'D4', 'G4', 'F4', 'D4', 'C4', 'C4', 'D4', 'F4', 'D4', 'C4', 'B-3', 'G3', 'B-3', 'B-3', 'B-3', 'G3', 'F4', 'F4', 'G4', 'D4', 'C4', 'B-3', 'B-3', 'C4', 'D4', 'C4', 'D4', 'F4', 'C4', 'D4', 'B-3', 'C4', 'C4', 'B-3', 'C4', 'D4', 'F4', 'C4', 'G3', 'F3', 'G3', 'C4', 'B-3', 'G3', 'F3']","['G', 'F', 'D', 'C', 'B-']","['C', 'B-', 'G', 'F', 'D']"
